tid,lat,lon,timestamp
129,40.68875409408809,-73.9806412614152,2025-07-03 22:00:00
129,40.7661619622658,-73.9775764953862,2025-07-03 23:00:00
129,40.8331652006224,-73.9418603427692,2025-07-06 00:00:00
129,40.6900872257332,-73.9817776229191,2025-07-06 09:00:00
129,40.7136501283367,-73.830267186553,2025-07-06 13:00:00
129,40.6901232953871,-73.9840790213382,2025-07-06 16:00:00
129,40.8079950658704,-73.9638555049896,2025-07-06 17:00:00
130,40.8331652006224,-73.9418603427692,2025-07-01 00:00:00
130,40.675536508907705,-73.8717549157205,2025-07-01 17:00:00
130,40.6990888502098,-73.80676279569451,2025-07-01 18:00:00
130,40.7519046092262,-73.9866960394024,2025-07-01 22:00:00
130,40.7014573241921,-74.01321428847191,2025-07-02 19:00:00
130,40.8332608333333,-73.94581555,2025-07-03 04:00:00
130,40.8173027038574,-73.9585418701172,2025-07-04 17:00:00
130,40.773839,-73.87122,2025-07-04 20:00:00
130,40.7631337910326,-73.8752118314646,2025-07-04 21:00:00
130,40.7592855009274,-73.83078575134279,2025-07-06 11:00:00
130,40.7590904609109,-73.83005619049071,2025-07-06 13:00:00
130,40.83429877508829,-74.0979492166034,2025-07-06 19:00:00
130,40.914177997590706,-74.17763521463101,2025-07-06 20:00:00
131,40.6880585097395,-73.9804905425158,2025-06-30 16:00:00
131,40.7463791194241,-73.9818906784058,2025-06-30 17:00:00
131,40.756733682142794,-73.9544570446014,2025-06-30 17:00:00
131,40.6990888502098,-73.80676279569451,2025-06-30 18:00:00
131,40.74153722384421,-73.9880619250153,2025-07-01 05:00:00
131,40.76500642014821,-73.88726234436041,2025-07-01 17:00:00
131,40.7493437370736,-73.9393661357916,2025-07-01 19:00:00
131,40.63166740426,-73.9470294772386,2025-07-01 20:00:00
131,40.6315437417551,-73.9468740877078,2025-07-01 21:00:00
131,40.8340978041072,-73.94526722258809,2025-07-01 23:00:00
131,40.8331652006224,-73.9418603427692,2025-07-02 02:00:00
131,40.821344149632296,-73.9540386199951,2025-07-02 15:00:00
131,40.6930853448663,-73.9284825325012,2025-07-02 17:00:00
131,40.7000976385889,-73.764089368604,2025-07-02 20:00:00
131,40.675536508907705,-73.8717549157205,2025-07-02 21:00:00
131,40.8192174354861,-73.9571721746063,2025-07-02 23:00:00
131,40.8331899687798,-73.861504400651,2025-07-03 17:00:00
131,40.6900872257332,-73.9817776229191,2025-07-04 16:00:00
131,40.7468342989195,-73.8915538787842,2025-07-04 17:00:00
131,40.773839,-73.87122,2025-07-04 20:00:00
131,40.80776768595,-73.94554138183591,2025-07-04 21:00:00
131,40.8080704035114,-73.9457264435875,2025-07-04 21:00:00
131,40.68991271945739,-73.9815044403076,2025-07-04 22:00:00
132,40.8331652006224,-73.9418603427692,2025-07-03 03:00:00
132,40.6900872257332,-73.9817776229191,2025-07-03 16:00:00
132,40.7700768232489,-73.917989730835,2025-07-03 17:00:00
132,40.773839,-73.87122,2025-07-03 19:00:00
132,40.8331652006224,-73.9418603427692,2025-07-04 00:00:00
132,40.6996886534352,-73.80783123752809,2025-07-04 19:00:00
132,40.6900872257332,-73.9817776229191,2025-07-04 22:00:00
132,40.6904333657826,-73.9852809906006,2025-07-04 22:00:00
132,40.8331652006224,-73.9418603427692,2025-07-05 17:00:00
132,40.7085883614824,-73.9910316467285,2025-07-06 18:00:00
132,40.8331652006224,-73.9418603427692,2025-07-06 23:00:00
133,40.8331652006224,-73.9418603427692,2025-06-30 13:00:00
133,40.821344149632296,-73.9540386199951,2025-06-30 15:00:00
133,40.7124594856564,-73.7844586372375,2025-06-30 20:00:00
133,40.7439786438383,-73.92731656876941,2025-07-04 16:00:00
133,40.759478666551104,-73.8300985117754,2025-07-04 17:00:00
133,40.7735868756884,-73.8415145874023,2025-07-04 17:00:00
133,40.7592855009274,-73.83078575134279,2025-07-04 19:00:00
133,40.83413855978571,-73.9455842971802,2025-07-05 03:00:00
133,40.8331652006224,-73.9418603427692,2025-07-05 04:00:00
133,40.8331652006224,-73.9418603427692,2025-07-06 08:00:00
134,40.5769992443877,-73.98152589797971,2025-06-30 01:00:00
134,40.6526759641946,-74.0021467208862,2025-06-30 05:00:00
134,40.6557390232741,-73.90721698547141,2025-06-30 07:00:00
134,40.61947411408449,-73.9899587631226,2025-06-30 08:00:00
134,40.7085883614824,-73.9910316467285,2025-06-30 20:00:00
134,40.6880585097395,-73.9804905425158,2025-07-01 03:00:00
134,40.7085883614824,-73.9910316467285,2025-07-01 20:00:00
134,40.6914746462291,-73.9873838424683,2025-07-02 03:00:00
134,40.831282826478294,-73.941392502021,2025-07-02 04:00:00
134,40.8331652006224,-73.9418603427692,2025-07-02 04:00:00
134,40.8341815824087,-73.945187330246,2025-07-02 18:00:00
134,40.6053194625755,-73.9804116926189,2025-07-02 22:00:00
134,40.57745558120849,-73.9812469482422,2025-07-03 01:00:00
134,40.7564898726738,-73.9862680435181,2025-07-03 03:00:00
134,40.8341610206876,-73.94503761167971,2025-07-03 04:00:00
134,40.57745558120849,-73.9812469482422,2025-07-03 22:00:00
134,40.6900872257332,-73.9817776229191,2025-07-04 02:00:00
134,40.815540684618,-73.9584234721819,2025-07-04 04:00:00
134,40.8192174354861,-73.9571721746063,2025-07-05 08:00:00
134,40.7564898726738,-73.9862680435181,2025-07-06 01:00:00
134,40.85594702018521,-73.9008381921455,2025-07-06 22:00:00
134,40.8660975573721,-73.8943862915039,2025-07-06 23:00:00
135,40.6900872257332,-73.9817776229191,2025-06-30 02:00:00
135,40.7085883614824,-73.9910316467285,2025-06-30 03:00:00
135,40.8278609004168,-73.925651460886,2025-06-30 23:00:00
135,40.7085883614824,-73.9910316467285,2025-07-01 01:00:00
135,40.6900872257332,-73.9817776229191,2025-07-01 02:00:00
135,40.7593830207211,-73.98796319961549,2025-07-01 04:00:00
135,40.6526759641946,-74.0021467208862,2025-07-02 05:00:00
135,40.6380241987027,-73.97876452846509,2025-07-02 05:00:00
135,40.68769992719189,-73.9811611175537,2025-07-02 07:00:00
135,40.64716486182471,-73.9803485611518,2025-07-02 07:00:00
135,40.653946812382,-74.0045378711284,2025-07-02 09:00:00
135,40.6904333657826,-73.9852809906006,2025-07-03 03:00:00
135,40.8331652006224,-73.9418603427692,2025-07-03 04:00:00
135,40.650783986415,-73.94958959708241,2025-07-04 00:00:00
